Descrição;Empenhado;Liquidado;Pago;Agrupador
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";48.957,88;28.635,32;28.476,51;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";48.957,88;28.635,32;28.476,51;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";1.599,92;923,71;764,90;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";47.357,96;27.711,61;27.711,61;CDSUBELEMENTODESPESA
"        - 33 - Outras Despesas Correntes";118.581.068,13;134.251.685,73;134.431.916,91;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";118.581.068,13;134.251.685,73;134.431.916,91;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";4.008,00;4.008,00;4.008,00;CDELEMENTODESPESA
"                33901401 - Diárias Viagens Nacionais";4.008,00;4.008,00;4.008,00;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";551.412,93;504.731,96;504.731,96;CDELEMENTODESPESA
"                33903002 - Combustíveis";119.650,00;84.157,62;84.157,62;CDSUBELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";80.870,00;105.870,00;105.870,00;CDSUBELEMENTODESPESA
"                33903033 - Materiais Gráficos";14.900,00;14.900,00;14.900,00;CDSUBELEMENTODESPESA
"                33903024 - Materiais Pirotécnicos e de Iluminação";216.993,37;216.993,37;216.993,37;CDSUBELEMENTODESPESA
"                33903003 - Material de Escritório / Material de Expediente";22.183,54;17.178,36;17.178,36;CDSUBELEMENTODESPESA
"                33903017 - Material de Limpeza e Higiene";21.055,94;21.053,51;21.053,51;CDSUBELEMENTODESPESA
"                33903030 - Material de Proteção e Segurança";17.122,00;17.122,00;17.122,00;CDSUBELEMENTODESPESA
"                33903029 - Material de Sinalização";47.080,00;17.120,00;17.120,00;CDSUBELEMENTODESPESA
"                33903016 - Material Elétrico e Eletrônico";1.220,98;0,00;0,00;CDSUBELEMENTODESPESA
"                33903019 - Material para Copa e Cozinha";10.337,10;10.337,10;10.337,10;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";45.511,61;10.538,08;10.538,08;CDELEMENTODESPESA
"                33903302 - Passagens Internacionais";15.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903301 - Passagens Nacionais";30.511,61;10.538,08;10.538,08;CDSUBELEMENTODESPESA
"            - 35 - Serviços de Consultoria";222.975,00;201.905,00;201.905,00;CDELEMENTODESPESA
"                33903513 - Consultoria e Assessoria Contábil PJ";0,00;17.580,00;17.580,00;CDSUBELEMENTODESPESA
"                33903505 - Consultoria e Assessoria Jurídica PJ";222.975,00;184.325,00;184.325,00;CDSUBELEMENTODESPESA
"            - 36 - Outros Serviços de Terceiros - Pessoa Física";355.080,00;282.212,83;282.212,83;CDELEMENTODESPESA
"                33903603 - Estagiários e Monitores";30.680,00;21.412,83;21.412,83;CDSUBELEMENTODESPESA
"                33903610 - Jeton";324.400,00;260.800,00;260.800,00;CDSUBELEMENTODESPESA
"            - 37 - Locação de Mão de obra";90.000,00;4.370,89;4.370,89;CDELEMENTODESPESA
"                33903704 - Serviço Administrativo";90.000,00;4.370,89;4.370,89;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";116.824.775,43;132.873.743,56;133.043.814,74;CDELEMENTODESPESA
"                33903946 - Apoio Administrativo, Técnico e Operacional";9.983.311,66;11.792.912,63;11.792.912,63;CDSUBELEMENTODESPESA
"                33903917 - Custas Advocatícios Judiciais e Encargos Administrativos";603,57;603,57;603,57;CDSUBELEMENTODESPESA
"                33903983 - Direitos Autorais";2.000.000,00;2.271.672,50;2.271.672,50;CDSUBELEMENTODESPESA
"                33903909 - Energia Elétrica";900,00;797,21;797,21;CDSUBELEMENTODESPESA
"                33903910 - Fornecimento de Água";34.000,00;19.678,09;19.678,09;CDSUBELEMENTODESPESA
"                33903933 - Locação de Espaço e Equipamentos para Eventos";45.824.942,21;51.221.263,06;50.927.747,31;CDSUBELEMENTODESPESA
"                33903903 - Locação de Imóvel";42.000,00;42.000,00;42.000,00;CDSUBELEMENTODESPESA
"                33903914 - Locação de Máquinas e Equipamentos";48.920,00;20.640,00;20.640,00;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";182.511,04;144.664,17;144.664,17;CDSUBELEMENTODESPESA
"                33903924 - Manutenção e Conservação de bens imóveis";1.957,50;1.957,50;1.957,50;CDSUBELEMENTODESPESA
"                33903927 - Manutenção e Conservação de Máquinas e Equipamentos";14.760,00;12.300,00;12.300,00;CDSUBELEMENTODESPESA
"                33903972 - Manutenção Equipamentos e Máquinas";0,00;2.460,00;2.460,00;CDSUBELEMENTODESPESA
"                33903989 - Operação Carnaval e Festas Populares";51.771.325,00;59.878.525,00;60.343.525,00;CDSUBELEMENTODESPESA
"                33903930 - Outros Serviços de Manutenção e Conservação";4.423,92;2.773,92;2.773,92;CDSUBELEMENTODESPESA
"                33903939 - Patrocínio de Eventos";340.000,00;340.000,00;340.000,00;CDSUBELEMENTODESPESA
"                33903919 - Preço Público e taxas Obrigatórias";1.941,00;106.992,30;106.992,30;CDSUBELEMENTODESPESA
"                33903996 - Publicidade Institucional";4.732.462,97;5.329.843,98;5.329.843,98;CDSUBELEMENTODESPESA
"                33903937 - Seguros";150.586,25;150.586,24;150.586,24;CDSUBELEMENTODESPESA
"                33903934 - Serviço de Som, Vídeo e Escuta de Rádio";328.651,44;273.782,75;273.782,75;CDSUBELEMENTODESPESA
"                33903921 - Serviços de Arquitetura e Engenharia";95.000,00;95.000,00;95.000,00;CDSUBELEMENTODESPESA
"                33903942 - Serviços de Transporte";80.342,04;69.165,71;68.073,82;CDSUBELEMENTODESPESA
"                33903953 - Serviços Educacionais e Pedagógicos";2.810,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903907 - Serviços Gráficos";49.999,50;49.997,50;49.997,50;CDSUBELEMENTODESPESA
"                33903941 - Serviços Médicos, Odontológicos e de Enfermagem";0,00;9.650,00;9.650,00;CDSUBELEMENTODESPESA
"                33903975 - Serviços Técnicos Profissionais";1.117.202,70;1.017.334,80;1.017.334,80;CDSUBELEMENTODESPESA
"                33903908 - Serviços Telefonia Fixa, Móvel Sem Pacote de Dados";16.124,63;19.142,63;18.821,45;CDSUBELEMENTODESPESA
"            - 40 - Serviços de Tecnologia da Informação e Comunicação - PJ";30.480,00;25.299,44;25.299,44;CDELEMENTODESPESA
"                33904001 - Locação de Equip Informática";23.700,00;19.450,00;19.450,00;CDSUBELEMENTODESPESA
"                33904003 - Locação de Software";6.780,00;3.280,00;3.280,00;CDSUBELEMENTODESPESA
"                33904011 - Serviço de Seleção e Treinamento em TIC";0,00;2.569,44;2.569,44;CDSUBELEMENTODESPESA
"            - 46 - Auxílio - Alimentação";331.320,00;251.953,95;251.953,95;CDELEMENTODESPESA
"                33904601 - Auxílio - Alimentação - RPPS";11.460,00;6.188,58;6.188,58;CDSUBELEMENTODESPESA
"                33904602 - Auxílio - Alimentação - RGPS";319.860,00;245.765,37;245.765,37;CDSUBELEMENTODESPESA
"            - 47 - Obrigações Tributárias e Contributivas";61.560,00;52.160,00;62.320,00;CDELEMENTODESPESA
"                33904705 - INSS";61.560,00;52.160,00;62.320,00;CDSUBELEMENTODESPESA
"            - 49 - Auxílio - Transporte";43.280,00;29.521,48;29.521,48;CDELEMENTODESPESA
"                33904902 - Auxílio - Transporte RGPS";41.200,00;28.477,95;28.477,95;CDSUBELEMENTODESPESA
"                33904901 - Auxílio - Transporte RPPS";2.080,00;1.043,53;1.043,53;CDSUBELEMENTODESPESA
"            - 8 - Outros Benefícios Assistenciais do servidor ou do Militar";18.720,00;9.295,38;9.295,38;CDELEMENTODESPESA
"                33900804 - Ajuda Pecuniária - RGPS";1.500,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33900802 - Auxílio Educação - RGPS";15.860,00;8.757,00;8.757,00;CDSUBELEMENTODESPESA
"                33900813 - SALÁRIO FAMÍLIA - RGPS";1.360,00;538,38;538,38;CDSUBELEMENTODESPESA
"            - 93 - Indenizações e Restituições";1.945,16;1.945,16;1.945,16;CDELEMENTODESPESA
"                33909310 - Outras Indenizações Serviços Terceiros";1.945,16;1.945,16;1.945,16;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";1.710,97;0,00;0,00;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";1.710,97;0,00;0,00;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";1.710,97;0,00;0,00;CDMODALIDADEAPLICACAO
"            - 52 - Equipamentos e Material Permanente";1.710,97;0,00;0,00;CDELEMENTODESPESA
"                44905217 - Equipamentos de Segurança";1.710,97;0,00;0,00;CDSUBELEMENTODESPESA
"    - 26 - Transporte";311.928,71;101.228,23;101.228,23;CDFUNCAO
"      - 3 - Despesas Correntes";311.928,71;101.228,23;101.228,23;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";311.928,71;101.228,23;101.228,23;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";311.928,71;101.228,23;101.228,23;CDMODALIDADEAPLICACAO
"            - 14 - Diárias - Pessoal Civil";22.632,00;22.632,00;22.632,00;CDELEMENTODESPESA
"                33901402 - Diárias Viagens Internacionais";22.632,00;22.632,00;22.632,00;CDSUBELEMENTODESPESA
"            - 30 - Material de Consumo";107.255,00;68.194,10;68.194,10;CDELEMENTODESPESA
"                33903012 - Gêneros Alimentícios - Outros";61.255,00;29.240,00;29.240,00;CDSUBELEMENTODESPESA
"                33903026 - Vestuário e Calçados";46.000,00;38.954,10;38.954,10;CDSUBELEMENTODESPESA
"            - 33 - Passagens e Despesas com Locomoção";29.965,19;0,00;0,00;CDELEMENTODESPESA
"                33903302 - Passagens Internacionais";29.965,19;0,00;0,00;CDSUBELEMENTODESPESA
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";148.250,00;6.575,61;6.575,61;CDELEMENTODESPESA
"                33903909 - Energia Elétrica";3.000,00;2.875,61;2.875,61;CDSUBELEMENTODESPESA
"                33903902 - Locação de Veículos";25.000,00;0,00;0,00;CDSUBELEMENTODESPESA
"                33903934 - Serviço de Som, Vídeo e Escuta de Rádio";20.000,00;3.700,00;3.700,00;CDSUBELEMENTODESPESA
"                33903907 - Serviços Gráficos";100.250,00;0,00;0,00;CDSUBELEMENTODESPESA
"            - 93 - Indenizações e Restituições";3.826,52;3.826,52;3.826,52;CDELEMENTODESPESA
"                33909306 - Restituição de Valor";3.826,52;3.826,52;3.826,52;CDSUBELEMENTODESPESA
" - 560002 - UG SEMAN - Secretaria Municipal de Manutenção da Cidade";149.054.573,07;125.045.430,34;124.281.023,38;CDUNIDADEGESTORA
"    - 13 - Cultura";999.850,76;408.292,72;283.313,18;CDFUNCAO
"      - 3 - Despesas Correntes";599.850,76;244.975,64;174.691,74;CDCATEGORIAECONOMICA
"        - 33 - Outras Despesas Correntes";599.850,76;244.975,64;174.691,74;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";599.850,76;244.975,64;174.691,74;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";599.850,76;244.975,64;174.691,74;CDELEMENTODESPESA
"                33903921 - Serviços de Arquitetura e Engenharia";599.850,76;244.975,64;174.691,74;CDSUBELEMENTODESPESA
"      - 4 - Despesas de Capital";400.000,00;163.317,08;108.621,44;CDCATEGORIAECONOMICA
"        - 44 - Investimentos";400.000,00;163.317,08;108.621,44;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";400.000,00;163.317,08;108.621,44;CDMODALIDADEAPLICACAO
"            - 39 - Outros Serviços de Terceiros - Pessoa Jurídica";400.000,00;163.317,08;108.621,44;CDELEMENTODESPESA
"                44903903 - Requalificação de Edifícios Públicos de Uso Especial";400.000,00;163.317,08;108.621,44;CDSUBELEMENTODESPESA
"    - 15 - Urbanismo";148.054.722,31;124.637.137,62;123.997.710,20;CDFUNCAO
"      - 3 - Despesas Correntes";134.666.327,02;115.030.847,25;114.391.419,83;CDCATEGORIAECONOMICA
"        - 31 - Pessoal e Encargos Sociais";16.556.361,29;14.112.205,41;14.106.607,41;CDGRUPODESPESA
"          - 90 - Aplicações Diretas";13.765.361,29;12.178.656,22;12.185.090,89;CDMODALIDADEAPLICACAO
"            - 11 - Vencimentos e Vantagens Fixas - Pessoal Civil";12.328.135,53;11.175.327,95;11.175.327,95;CDELEMENTODESPESA
"                31901148 - 13º Salário - RGPS";12.396,49;12.396,49;12.396,49;CDSUBELEMENTODESPESA
"                31901147 - 13º Salário - RPPS";264.187,00;264.187,00;264.187,00;CDSUBELEMENTODESPESA
"                31901107 - ABONO PERMANÊNCIA - RPPS";649.000,00;491.044,32;491.044,32;CDSUBELEMENTODESPESA
"                31901111 - ADICIONAL DE INSALUBRIDADE - RPPS";702.000,00;513.418,92;513.418,92;CDSUBELEMENTODESPESA
"                31901109 - ADICIONAL DE PERICULOSIDADE - RPPS ";25.000,00;24.097,50;24.097,50;CDSUBELEMENTODESPESA
"                31901125 - COMPLEMENTAÇÃO SALARIAL - RPPS";2.400,00;1.767,56;1.767,56;CDSUBELEMENTODESPESA
"                31901126 - COMPLEMENTAÇÃO SALARIAL - RGPS";600,00;0,00;0,00;CDSUBELEMENTODESPESA
"                31901145 - FÉRIAS - ABONO CONSTITUCIONAL - RGPS";53.826,03;53.826,03;53.826,03;CDSUBELEMENTODESPESA
"                31901153 - FÉRIAS - RPPS";1.022.480,64;1.022.480,64;1.022.480,64;CDSUBELEMENTODESPESA
"                31901141 - FÉRIAS - ABONO CONSTITUCIONAL - RPPS";199.245,37;199.245,37;199.245,37;CDSUBELEMENTODESPESA
"                31901121 - GRATIFICAÇÃO DE TEMPO DE SERVIÇO - RPPS";1.982.000,00;1.458.895,55;1.458.895,55;CDSUBELEMENTODESPESA
"                31901116 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RGPS";510.000,00;483.714,71;483.714,71;CDSUBELEMENTODESPESA
"                31901115 - GRATIFICAÇÃO POR EXERCÍCIO DE CARGO EM COMISSÃO - RPPS";30.000,00;29.151,32;29.151,32;CDSUBELEMENTODESPESA
"                31901118 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RGPS";17.000,00;16.245,00;16.245,00;CDSUBELEMENTODESPESA
"                31901117 - GRATIFICAÇÃO POR EXERCÍCIO DE FUNÇÕES - RPPS";50.000,00;36.518,61;36.518,61;CDSUBELEMENTODESPESA
"                31901124 - GRATIFICAÇÕES POR ATIVIDADES EXPOSITIVA - RGPS";224.000,00;203.234,52;203.234,52;CDSUBELEMENTODESPESA
"                31901123 - GRATIFICAÇÕES POR ATIVIDADES EXPOSITIVA - RPPS";1.140.000,00;1.139.348,59;1.139.348,59;CDSUBELEMENTODESPESA
"                31901150 - Incorporação RPPS";270.000,00;198.992,28;198.992,28;CDSUBELEMENTODESPESA
"                31901130 - SUBSÍDIOS - Vencimentos e Salários RGPS";114.000,00;113.602,92;113.602,92;CDSUBELEMENTODESPESA
"                31901101 - VENCIMENTOS E SALÁRIOS - RPPS";4.900.000,00;4.779.138,41;4.779.138,41;CDSUBELEMENTODESPESA
"                31901102 - VENCIMENTOS E SALÁRIOS - RGPS";160.000,00;134.022,21;134.022,21;CDSUBELEMENTODESPESA
"            - 13 - Obrigações Patronais";264.000,00;247.508,83;257.911,45;CDELEMENTODESPESA
"                31901301 - Contribuições Para o Regime Geral de Previdência - INSS";264.000,00;247.508,83;257.911,45;CDSUBELEMENTODESPESA
"            - 16 - Outras Despesas Variáveis - Pessoal Civil";377.050,25;171.439,53;171.439,53;CDELEMENTODESPESA
"                31901611 - Adicional Noturno - RPPS";11.000,00;9.837,62;9.837,62;CDSUBELEMENTODESPESA
"                31901608 - JETON - RGPS";27.000,00;22.970,45;22.970,45;CDSUBELEMENTODESPESA
"                31901607 - JETON - RPPS";9.000,00;5.192,22;5.192,22;CDSUBELEMENTODESPESA
"                31901615 - Produtividade - RPPS";270.000,00;116.340,16;116.340,16;CDSUBELEMENTODESPESA
"                31901616 - Produtividade - RGPS";20.050,25;4.050,25;4.050,25;CDSUBELEMENTODESPESA
"                31901605 - Substituição - RPPS";20.000,00;3.224,10;3.224,10;CDSUBELEMENTODESPESA
"                31901606 - Substituição - RGPS";20.000,00;9.824,73;9.824,73;CDSUBELEMENTODESPESA
"            - 4 - Contratação por Tempo Determinado";146.500,00;138.527,67;134.559,72;CDELEMENTODESPESA
"                31900413 - Contribuições previdenciárias - INSS - Contratação REDA";24.600,00;24.041,97;20.074,02;CDSUBELEMENTODESPESA
"                31900428 - Outras contratações REDA/Tempo Determinado - Outras contratações Temporárias";11.000,00;9.764,03;9.764,03;CDSUBELEMENTODESPESA
"                31900401 - Salário - Contratação REDA";90.000,00;84.281,00;84.281,00;CDSUBELEMENTODESPESA
"                31900406 - Serviços extraordinários - Contratação REDA";20.900,00;20.440,67;20.440,67;CDSUBELEMENTODESPESA
"            - 92 - Despesas de Exercícios Anteriores";675,51;675,51;675,51;CDELEMENTODESPESA
"                31909202 - VENCIMENTOS E SALÁRIOS - RGPS";675,51;675,51;675,51;CDSUBELEMENTODESPESA
"            - 95 - Indenização pela Execução de Trabalho de Campo";649.000,00;445.176,73;445.176,73;CDELEMENTODESPESA
"                31909504 - Operaçao Carnaval - RGPS";26.000,00;25.862,71;25.862,71;CDSUBELEMENTODESPESA
"                31909503 - Operação Carnaval - RPPS";120.000,00;111.328,31;111.328,31;CDSUBELEMENTODESPESA
"                31909502 - Operaçao Chuva - RGPS";45.000,00;40.079,84;40.079,84;CDSUBELEMENTODESPESA
"                31909501 - Operação Chuva - RPPS";270.000,00;122.899,11;122.899,11;CDSUBELEMENTODESPESA
"                31909506 - Operaçoes Especiais - RGPS";78.000,00;50.815,47;50.815,47;CDSUBELEMENTODESPESA
"                31909505 - Operaçoes Especiais - RPPS";110.000,00;94.191,29;94.191,29;CDSUBELEMENTODESPESA
"          - 91 - Aplicação Direta Decorrente de Operação Intra-Orçamentária";2.791.000,00;1.933.549,19;1.921.516,52;CDMODALIDADEAPLICACAO
"            - 13 - Obrigações Patronais";2.791.000,00;1.933.549,19;1.921.516,52;CDELEMENTODESPESA
"                31911307 - Contribuição Patronal Extraordinária para Cobertura de Déficit Atuarial";108.000,00;62.267,90;51.233,93;CDSUBELEMENTODESPESA
"                31911302 - Contribuições para o RPPS FUNFIN";2.680.000,00;1.870.282,59;1.870.282,59;CDSUBELEMENTODESPESA
"                31911309 - Contribuições para o RPPS FUNPREV";3.000,00;998,70;0,00;CDSUBELEMENTODESPESA
